,title,description
587,"정읍시, ‘<b>코로나</b> 3년’ 신규 확진 재난안전문자 사라진다!",재난안전문자 반복 송출에 따른 시민 피로감 증가 고려 정읍시에서 매일 반복적으로 발송했던 <b>코로나</b>19 신규 확진자 통계 재난안전문자가 약 3년 만에 사라진다. 시는 지난 2020년도부터 <b>코로나</b>19 확진자 수를 알리는 재난... 
588,제주항공 작년 4분기 영업익 187억…<b>코로나</b> 이후 첫 흑자 전환,"제주항공(대표이사 김이배)이 지난해 4분기 187억 원의 영업이익을 기록하며 2019년 2분기 이후 15분기 만에 흑자 전환했습니다. 제주항공은 오늘(7일) 2022년 매출액 7,025억 원과 1,775억원의 영업손실을 기록했다고... "
589,"&quot;3년 만에 마스크 해제&quot;…이지혜, 딸 태리 <b>코로나</b> 완치→문재완과 찜질방 데이...",7일 오후 이지혜는 자신의 인스타그램에 &quot;<b>코로나</b> 마스크 해제 기념 절친과 찜질방. 3년 만에 너무 좋다.... 앞서 이지혜는 지난달 3일 태리와 엘리의 <b>코로나</b>19 확진 소식을 전한 바 있다. 이에 앞선 지난해 3월에도... 
590,"“중국, 한국발 입국자 <b>코로나</b> 검사…중국인은 제외”",중국 당국이 1일 한국발 입국자에 대한 <b>코로나</b>19 검사를 예고대로 시행하면서 중국 국적자는 제외하고 한국인 등 외국인에 대해서만 검사를 하는 것으로 전해졌습니다. 한중 항공 노선 상황에 정통한 복수의 소식통에... 
591,"&apos;제로 <b>코로나</b>&apos; 고수했던 中, 아시아 내 영향력 뚝↓",<b>코로나</b>19 3년 동안 &apos;제로 <b>코로나</b>&apos; 정책을 고수했던 중국이 아시아 내 영향력이 크게 줄어든 것으로 조사됐다고 블룸버그통신이 6일 보도했다. 호주 싱크탱크인 로위연구소가 이날 발표한 &apos;2023년 아시아 파워 지수... 
592,"미, 5월 11일 <b>코로나</b> 공중보건 비상사태 종료하기로",<b>코로나</b>19에 대응하기 위한 미국의 공중보건 비상사태가 3년여만인 오는 5월 11일 종료됩니다. 미국 백악관은... 앞서 미국 보건복지부는 지난 11일 <b>코로나</b>19 공중보건 비상사태를 90일간을 재연장했습니다. 복지부는 당시... 
593,"WHO, <b>코로나</b>19 비상사태 해제 이르면 오늘 발표",기사내용 요약 <b>코로나</b>19 &apos;공중 보건 비상사태&apos;(PHEIC) 해제 여부 발표 세계보건기구(WHO)가 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)에 대한 &apos;공중 보건 비상사태&apos;(PHEIC) 해제 여부를 이르면 30일(현지시간) 발표할... 
594,수젠텍 &quot;<b>코로나</b>·독감 &apos;동시진단키트&apos; 국내 허가&quot;,체외진단기업 수젠텍은 식품의약품안전처로부터 <b>코로나</b>와 독감을 동시에 검사할 수 있는 콤보 신속진단제품에 대한 제조 허가를 받았다고 7일 밝혔다. 지금까지 허가받은 대부분의 <b>코로나</b>와 독감 동시 검사제품은... 
595,"정읍시, &apos;<b>코로나</b> 3년&apos; 신규 확진 재난안전문자 사라진다",▲ 정읍시청  정읍시에서 매일 반복적으로 발송했던 <b>코로나</b>19 신규 확진자 통계 재난안전문자가 약 3년 만에 사라진다. 시는 지난 2020년도부터 <b>코로나</b>19 확진자 수를 알리는 재난 문자 발송을 7일부터 중단한다고 밝혔다.... 
596,정기석 <b>코로나</b>19 특별대응단장 정례 브리핑,정기석 <b>코로나</b>19 특별대응단장 겸 국가 감염병 위기대응 자문위원장이 6일 오전 서울 종로구 정부서울청사 별관에서 <b>코로나</b>19 중대본 정례 브리핑을 하고 있다. 2023.02.06. dahora83@newsis.com 공감언론 뉴시스가 독자... 
597,<b>코로나</b> 신규 확진자 1만6120명…1주 전보다 3497명 감소,중국 입국해 PCR 검사 대기하는 한국발 승객들 컨슈머타임스=안민희 기자 | <b>코로나</b>19 유행이 감소... <b>코로나</b>19로 인한 사망자는 10명 늘어 누적 사망자는 3만3624명이다. 전날 오후 기준 중환자 병상 가동률은... 
598,"[단독] 잠수에, 보이스피싱까지…<b>코로나</b> 끝나자 사회복무요원 ‘무단이탈’ 증...",지난해 상반기 사회복무요원 A씨는 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 후유증을 이유로 연가를 사용한 후 8일 동안 &apos;잠수&apos;를 탔다. 정식 연가 사용 이후 복무기관과 연락을 끊고 무단으로 출근하지 않은 것이다.... 
599,<b>코로나</b>19 신규 확진자 1만6120명…위중증 293명·사망 10명,사진=뉴시스 ［월요신문=윤찬호 기자］중앙방역대책본부는 7일 0시 기준 <b>코로나</b>19 신규 확진자가 1만6120명이라고 밝혔다. 위중증 환자 293명·사망자 10명이다. 총 누적 확진자 수는 3027만9381명이다.... 
600,"<b>코로나</b> 3년, 취약계층의 삶 더 팍팍해졌다","서울시 공공보건의료재단, 지난달 26일 관련 보고서 발표 <b>코로나</b>19가 유행하기 시작한 2020년부터 여성과... 정리한 ‘<b>코로나</b>19 취약계층의 건강불평등 연구’ 보고서를 공개했다. 연구진은 <b>코로나</b>19 유행이 시작된 후... "
601,중국발 입국자 <b>코로나</b> 양성률 2%…당국 &quot;춘제 영향 더 봐야&quot;,입국자들의 <b>코로나</b>19 검사 양성률이 2%를 기록했다. 1일 중앙방역대책본부에 따르면 지난달 22∼28일 1주일간 중국에서 총 7천399명이 입국했으며 현재까지 <b>코로나</b>19 유전자증폭(PCR) 검사 결과가 나온 7천272명 중 146명이... 
602,<b>코로나</b> 신규 확진자 1만4624명...토요일 기준 31주 만에 최소,4일 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19) 신규 확진자 수가 사흘 연속 감소해 1만4624명을 기록했다. 토요일에 발표된 수치 기준으로 작년 7월 2일(1만708명) 이후 31주 만에 가장 적다. 정부가 지난달 30일부터 실내... 
603,<b>코로나</b>19 확진자 수 재난문자 중단,<b>코로나</b>19 일일 확진자 수를 안내하는 재난문자 발송이 오늘(6일)부터 중단됩니다. 제주자치도는... 다만 <b>코로나</b>19 백신 관련 정보 안내와 제주도청 홈페이지에 게시되는 <b>코로나</b>19 현황은 지속 운영됩니다.
604,<b>코로나</b> 확진자 1만8000명… 수요일 기준 6주 만에 저점,"<b>코로나</b>19 신규 확진자 수가 약 1만8,000명으로, 수요일 기준으로는 6주 만에 가장 적게 발생했다. 통상 수요일은 1주일 중 확진자가 가장 많이 발생하는 요일이었는데, 7차 대유행 감소세가 갈수록 두드러지는... "
605,<b>코로나</b>로 거리두고 마스크 썼더니… 국내 소아 뇌염 발병률 70% 줄었다,"<b>코로나</b>19 팬데믹 기간 중 한국의 뇌염 발병률이 감소했고, 특히 9세 이하 소아에서 뇌염 발병률이 약 70... <b>코로나</b>19 팬데믹 동안 사회적 거리두기와 같은 생활 방역과 감염성 질환의 상관관계에 관한 연구가 많이... "
606,[<b>코로나</b>19 발생현황] 신규확진 1만6120명…한 주 전보다 약 3500명 적어,전국적으로 신종 <b>코로나</b>19 유행 하락세가 계속되면서 7일 신규 확진자 수는 1만6000명대를 기록했다. 중앙방역대책본부는 이날 0시 기준 <b>코로나</b>19 확진자가 1만6120명 증가해 누적 3027만9381명이 됐다고... 
607,"국제선 운항, <b>코로나</b>19 이전 60% 수준","지난 1월 국제선 운항편수는 <b>코로나</b>-19 발생 이전인 2019년 1월의 약 60% 수준까지 회복됐다. 6일... 오히려 <b>코로나</b>19 전보다도 10.8% 늘어난 실적을 나타냈다. 베트남, 태국, 필리핀 등 &apos;동남아&apos; 지역 여행 수요도... "
608,광주·전남 999명 <b>코로나</b>19 확진,광주 북구청 민원실에 <b>코로나</b>19 백신 동절기 추가접종 안내문이 설치돼 있다./광주 북구 제공 광주와 전남에서 하루 동안 999명이 <b>코로나</b>19에 확진됐다. 7일 광주시와 전남도 방역 당국에 따르면 지난 6일... 
609,정기석 <b>코로나</b>19 특별대응단장 정례 브리핑,정기석 <b>코로나</b>19 특별대응단장 겸 국가 감염병 위기대응 자문위원장이 6일 오전 서울 종로구 정부서울청사 별관에서 <b>코로나</b>19 중대본 정례 브리핑을 하고 있다. 2023.02.06. dahora83@newsis.com 공감언론 뉴시스가 독자... 
610,[<b>코로나</b>19] 실내마스크 의무 해제에도 확진자 &apos;최저&apos;···이유는?,6일 <b>코로나</b>19 신규 확진자 수가 5000명대로 내려갔고 위중증 환자 수는 3개월여 만에 최소 수준을 기록했다. 중앙방역대책본부에 따르면 이날 <b>코로나</b>19 신규 확진자 수는 5850명으로 지난해 6월 27일 이후 224일 만에 가장... 
611,"세종시, <b>코로나</b>19 확진자 116명 대규모 추가 발생","세종시는 8일 0시 기준 <b>코로나</b>19 확진자 116명이 대규모 추가 발생했다. / ⓒ 뉴스티앤티 세종시(시장 최민호)는 8일 0시 기준 <b>코로나</b>19 확진자 116명이 대규모 추가 발생했다고 밝혔다. 한편, 세종시의 1주간... "
612,"2023 세계평화미술대전, <b>코로나</b>팬데믹으로 3년만에 전시회",우리나라 문화예술을 널리 알리고 평화적 남북통일을 기원하는 문화 예술계 인사들이 함께 하는 세계평화미술대전 조직위원회는 지난 3년간은 <b>코로나</b>팬데믹으로 인하여 온라인 전시만을 진행했으나 올해부터는... 
613,중국발 입국자 2명 <b>코로나</b>19 추가 확진…누적 양성률 8.2%,어제(5일) <b>코로나</b>19(COVID-19) 음성확인서를 제출하고 한국행 비행기에 탑승한 중국발 입국자(외국인) 2명이 입국 후 검사에서 확진 판정을 받은 것으로 나타났다. 확진자 비중이 1.1%다. 6일 질병관리청에 따르면 이날 0시... 
614,정기석 <b>코로나</b>19 특별대응단장 정례 브리핑,정기석 <b>코로나</b>19 특별대응단장 겸 국가 감염병 위기대응 자문위원장이 6일 오전 서울 종로구 정부서울청사 별관에서 <b>코로나</b>19 중대본 정례 브리핑을 하고 있다. 2023.02.06. dahora83@newsis.com 공감언론 뉴시스가 독자... 
615,중국발 단기 체류 입국자 4명 <b>코로나</b>19 추가 확진…양성률 1%,어제(6일) <b>코로나</b>19(COVID-19) 음성확인서를 제출하고 한국행 비행기에 탑승한 중국발 단기 체류 입국자... 입국 후 검사가 시행된 지난달 2일부터 이날까지 <b>코로나</b>19 확진 판정을 받은 중국발 단기 체류 외국인은 총... 
616,<b>코로나</b> 이후 &apos;다제내성균 감염&apos; 크게 늘어…&quot;항생제 오남용 탓&quot;,"<b>코로나</b>19 유행을 겪으면서 국내 다제내성균 감염이 급증했다는 연구 결과가 나왔다. 다제내성균은 항생제를 여러 개 써도 듣지 않는, 항생제에 내성을 가진 세균이다. <b>코로나</b>19 환자의 2차 세균 감염을 막겠다며... "
617,"인천서 <b>코로나</b> 966명 확진, 다시 1000명대 육박",하루동안 <b>코로나</b>19 확진자 966명이 발생했다. 이달 1일까지 일일 확진자가 1000명대였다가 차츰 줄었는데 다시 1000명대에 육박하게 됐다. 인천시는 지난 7일 오전 0시부터 8일 오전 0시까지 인천에서 <b>코로나</b>... 
618,중대본 &quot;국내외 <b>코로나</b>19 상황 안정적 유지&quot;,최유선 앵커&gt; 국내외 <b>코로나</b>19 상황이 안정적으로 유지되고 있습니다. 박민수 보건복지부 2차관 (중대본 1총괄조정관)은 오늘(8일) 오전 <b>코로나</b>19 중앙재난안전대책본부 회의를 열어 신규 환자 수가 1만 명대까지... 
619,"&quot;중국, 한국발 입국자 <b>코로나</b> 검사…중국인은 제외&quot;",중국 당국이 한국발 입국자에 대한 <b>코로나</b>19 검사를 예고대로 시행하면서 중국 국적자는 제외하고 한국인 등... 앞서 한국 정부는 중국 내 <b>코로나</b>19 확산 상황 등을 고려해 지난달 2일부터 중국 내 공관에서 외교·공무... 
620,<b>코로나</b> 신규확진 재난문자 3년만에 &apos;중단&apos;,매일 아침마다 <b>코로나</b>19 신규 확진자 수를 알려왔던 긴급재난문자가 3년 만에 사라졌다. 6일 제주특별자치도에 따르면 <b>코로나</b>19 발생 이후 매일 오전 도민 등의 휴대전화로 발송됐던 긴급재난문자(안전안내문자)가... 
621,"익공노, <b>코로나</b> 업무과다 직원 순직 인정 역할 &apos;귀감&apos;",전북 익산시공무원노동조합(이하 익공노)은 2020년 <b>코로나</b>19 등 재해 업무를 담당 시민안전과 소속 A주무관의... 특히 사망 당시 <b>코로나</b>19 등 과도한 업무집중으로 과도한 초과근무와 정신적 스트레스로 사망한 상황을... 
622,6일 하루 1만 6120명 <b>코로나</b>19 확진…전주 대비 3509명 줄어,(뉴시스)6일 하루 동안 국내에서 &apos;<b>코로나</b>바이러스감염증-19(이하 <b>코로나</b>19)&apos; 확진자가 1만 6120명 발생했다. 주말·휴일에 줄었던 검사수가 평일에 다시 늘면서 5850명의 하루 확진자를 기록한 전날에 비해 1만... 
623,중국발 입국자 <b>코로나</b>19 방역 한 달째…국내 영향 최소화,당시 중국 내 급증하는 <b>코로나</b> 확진자 수와 홍콩의 사망자를 고려해 국내 유입을 선제적으로 차단하기... 정기석 <b>코로나</b>19 특별대응단장 겸 감염병 자문위원장은 역시 지난 달 30일 &quot;중국발 입국자 단기비자 발급 제한... 
624,광주전남 <b>코로나</b> 확진자 999명,광주전남에서 하루동안 999명의 <b>코로나</b>19 신규확진자가 발생했습니다. 어제 광주에서는 기존확진자의... 실내 마스크 해제 첫날이었던 지난달 30일 대비 180여명이 줄었습니다. #<b>코로나</b>확진자#마스크해제#산발적감염
625,종이담배 전자담배 다 피우면 <b>코로나</b> 취약…중증화 위험도 급상승,기존 궐련형 담배에 가열식 전자담배까지 추가해 즐기는 이중흡연자들은 <b>코로나</b>19 바이러스에 감염될 위험이 크다는 연구 결과가 나왔다. 특히 이 경우 <b>코로나</b> 중증화 가능성도 대폭 올라가는 것으로 나타났다. 일본... 
626,[속보] <b>코로나</b>19 신규확진 1만7934명...위중증 283명‧사망 22명,아주경제=
627,"올해 1월 국제선 운항 편수, <b>코로나</b> 이전 60%까지 이르러",올해 1월 국제선 항공기 운항 편수가 <b>코로나</b>19 이전인 2019년 1월의 60% 수준에 이른 것으로 나타났다. 6일... 이어 2024년 하반기에는 <b>코로나</b>19 이전 수준을 완전히 회복할 것으로 내다봤다. 김영국 국토부... 
628,"<b>코로나</b>19 확진 1만6120명…위중증 293명, 사망 10명", 질병관리청 중앙방역대책본부(방대본)에 따르면 <b>코로나</b>19 확진자 수는 9일 0시 기준 1만6120명 늘어... <b>코로나</b>19로 인한 사망자는 10명 늘어 누적 사망자는 3만3624명이다. 이 같은 수치는 지난 달 24일(10명) 이후... 
629,<b>코로나</b> 확산 시기 &apos;24시간 영업 강행&apos; 인천 카페업주 벌금 200만원,지난 2021년 <b>코로나</b>19 확산 시기에 방역수칙을 어기고 24시간 영업을 강행했다가 고발된 인천 모... 당시 연수구청장과 김포시장은 <b>코로나</b>19 확산 방지를 위해 지역 소재 식당과 카페 등에 대해 오후 9시부터 오전 5시... 
630,3년만에 사라지는 <b>코로나</b>19 신규확진자 재난문자,지방자치단체들이 <b>코로나</b>19 확진자 재난문자 전송을 중지하고 있는 가운데 3일 서울 용산구보건소에 마련된 선별검사소에서 의료진들이 대기하고 있다. 행정안전부는 지난달 18일 &apos;단순한 확진자 수는 재난문자로... 
631,"뉴욕시, 공무원 <b>코로나</b>백신 의무화 해제","뉴욕시 공무원들을 대상으로 한 <b>코로나</b>19 백신접종 의무화가 이달 10일 해제된다. 에릭 아담스 시장은 6일 “시 공무원의 96%, 뉴요커의 80% 이상이 <b>코로나</b>19 예방백신 접종을 완료 했다”고 강조한 후 “더 많은 수단이... "
632,&quot;<b>코로나</b>19 거리두기에 감염성 소아 뇌염 70% 줄어&quot;,"세브란스병원 연구팀 &quot;뇌염에 의한 사망·중환자도 줄어&quot; <b>코로나</b>19 팬데믹 기간 중 우리나라 뇌염... 4만3천656명을 <b>코로나</b>19 팬데믹 이전(4만187명, 2010년 1월∼2020년 1월)과 팬데믹 기간(3천468명, 2020년 2월∼2021년 2월)... "
633,<b>코로나</b> 신규확진 1만4624명...1주 전보다 9000명 감소,4일 <b>코로나</b>19 신규 확진자 수가 1만명대 중반을 유지하며 1주일 전보다 9000명 가까이 줄었다.... 중앙방역대책본부는 이날 0시 기준 <b>코로나</b>19 확진자가 1만4624명 늘어 누적 3024만3393명으로 집계됐다고... 
634,[그래픽]<b>코로나</b>19 월요일 신규 확진자 현황(6일),김초희 디자이너 = 질병관리청 중앙방역대책본부(방대본)는 6일 0시 기준 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자가 5850명 발생했다고 밝혔다
635,3년만에 사라지는 <b>코로나</b>19 신규확진자 재난문자,지방자치단체들이 <b>코로나</b>19 확진자 재난문자 전송을 중지하고 있는 가운데 3일 서울 용산구보건소에 마련된 선별검사소에서 의료진들이 대기하고 있다. 행정안전부는 지난달 18일 &apos;단순한 확진자 수는 재난문자로... 
636,"1월 국제선 항공편, <b>코로나</b> 이전 60% 회복…일본·동남아 등 여행 수요↑","<b>코로나</b>19로 큰 타격을 입었던 국제선 항공운항이 일본·동남아 여행 수요에 힘입어 꾸준한 회복세를 보이고 있다. 6일 국토교통부에 따르면 지난달 국제선 항공편은 2만7206편이 운항했고, 461만명이 탑승했다. 여객... "
637,부산 <b>코로나</b> 감염 감소세에도 고위험군 감염 예방 당부,부산의 <b>코로나</b>19 감염은 감소하고 있으나 고위험군 사망 사례 지속에 따른 방역수칙 준수가 당부된다. 부산시는 7일 0시 기준으로 <b>코로나</b>19 신규 확진자 1398명(누계 180만1665명)이 발생했다고... 
638,"부산시, <b>코로나</b>19 신규 확진자 집계 안전안내문자 발송 중단",부산시가 6일 마지막으로 보낸 <b>코로나</b>19 신규 확진자 안전안내문자. 부산시가 2020년 이후 약 3년 만에 <b>코로나</b>19 신규 확진자 수를 알리는 안전안내문자를 7일부터 중단한다고 발표했다. 시는 이날부터 오전 11시에 발송한... 
639,[포토뉴스] <b>코로나</b> 사태 이후 첫 정월대보름 행사,
640,"&quot;고위험군 40% <b>코로나</b> 면역력 부족, 개량백신 접종해야&quot;","고위험군의 40%가 <b>코로나</b>에 대한 면역력이 부족한 가운데, 개량백신(2가백신) 접종이 필요하다고 강조됐다. 특히 백신 부작용이 1/10로 줄어 안전성·유효성이 강화된 점이 전문가 의견을 통해 제시됐다. <b>코로나</b>19특별대... "
641,<b>코로나</b> 휴교 때 급식 자재 18억 원 빼돌린 남자,<b>코로나</b>19 확산으로 학교가 문을 닫았을 때 150만 달러(약 18억 원) 상당의 급식 자재를 빼돌린 남성이... 이어 &quot;이 대형 사기 행각은 <b>코로나</b>19 사태로 학생들이 교실 수업을 할 수 없던 시기에 시작됐다&quot;며 &quot;학생들은... 
642,中 &quot;한국발 입국자 <b>코로나</b> 검사&quot;…韓 입국규제 연장에 보복,"중국이 내일부터 한국발 입국자에 대해서만, <b>코로나</b> PCR 검사를 실시합니다. 우리 정부가 지금 하고 있는... 해외 입국자에 대한 <b>코로나</b> 검사를 전면 폐지했던 중국이, 내일부터 한국발 입국자에게만 PCR 검사를 실시한다고... "
643,매일 오는 &apos;신규 확진 ㅇㅇ명&apos; <b>코로나</b> 재난문자…3년 만에 중단,신종<b>코로나</b>바이러스 감염증(<b>코로나</b>19) 일일 신규 확진자 수 재난 문자가 3년 만에 사라진다. 3일 행정안전부에 따르면 행안부는 지난달 18일 &apos;단순한 확진자 수는 재난문자로 발송하지 말라&apos;고 권고하는 내용의 공문을... 
644,대법 &quot;아시아나 하청업체 &apos;<b>코로나</b>19 해고&apos;는 부당&quot;,아시아나항공 하청업체가 &apos;<b>코로나</b>19 경영난&apos;을 이유로 직원을 해고한 것이 부당하다는 판결이 대법원에서... 아시아나항공의 수하물 처리와 기내 청소를 맡는 아시아나케이오는 <b>코로나</b>19가 확산하던 2020년 5월 경영난을... 
645,"서산시, 영유아 <b>코로나</b>19 예방접종 첫 시행",충남 서산시는 <b>코로나</b>19 재유행의 지속과 신규변이 출현 등에 따라 그간 접종 기회가 없었던 만 6개월 ~ 4세 영유아를 대상으로 <b>코로나</b>19 예방접종을 실시한다고 밝혔다. 6일 시에 따르면 이번 접종은 새로 도입된... 
646,애플도 스타벅스도 中 <b>코로나</b>에 당했다…4분기 실적 &apos;쇼크&apos;,세계 주요 기업들이 지난해 4분기 실적을 연이어 발표하는 가운데 미국 대표 기업이 중국 <b>코로나</b>19 사태에 큰 타격을 받은 것으로 나타났다. 중국 <b>코로나</b>19 감염 급증으로 인한 생산 차질과 소비 수요 둔화가 기업... 
647,‘백신 맞고 <b>코로나</b> 걸리면 무적?’ 면역력 8개월 이상 유지된다,"네이처, 2일(현지 시각) 관련 연구 결과 묶어 보도 5일 기준 국내 신종 <b>코로나</b>바이러스 감염증(COVID-19·<b>코로나</b>19) 누적 확진자가 총 3025만 7411명, 백신 기초 접종자는 3일 기준 4443만 4388명을 기록했다. 그 가운데... "
648,"<b>코로나</b>19 신규 확진 5,850명...위중증 289명·사망 18명","오늘(6일) 0시 기준 <b>코로나</b>19 신규 확진자 수는 5,850명으로 집계됐습니다. 이는 지난해 6월 말 이후 224일 만의 최소치입니다. 오늘 0시 기준 위중증 환자 수는 289명으로 어제보다 24명 줄었습니다. 어제 하루 <b>코로나</b>19... "
649,제천시보건소 &quot;60세 이상 동절기 <b>코로나</b>19 추가 접종 필요&quot;,충청매일 CCDN 제천시보건소(소장 이운식)는  <b>코로나</b>19 감염에 취약한 60세 이상 고령층 대상으로 동절기 추가접종을 권고하고  나섰다. 7일 시 보건소에 따르면 제천시 60세 이상 접종률은 36.1%로 도내 평균인 38.1... 
650,"[이주의 책] 사회학자가 본 <b>코로나</b> 3년, 『대면 비대면 외면』","『대면 비대면 외면』 김찬호 지음, 문학과지성사 펴냄 포스트 <b>코로나</b> 시대를 맞이한 우리 사회의 풍경은 많이 달라졌다. 현재 거리두기 정책과 마스크 착용 의무는 대부분 해제됐고, 대면 행사가 다시 열리며 전보다는... "
651,1월 일본 찾은 항공여객수 133만명...<b>코로나</b>19 이전보다 늘어,"명으로 <b>코로나</b>19 이전보다 10% 이상 증가했습니다. 국토교통부는 지난해 10월 말부터 일본, 동남아 등 국제 항공 운항노선이 대폭 확대된 결과 지난달 국제선 운항편수는 <b>코로나</b>-19 발생 이전 대비 약 60% 회복했으며... "
652,"대한항공, 실적은 이미 <b>코로나</b> 날렸다…작년 역대 최고 매출·영업익","신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 사태를 거치며 항공 운임이 강세를 보였기 때문이다. 2022년 1분기는 2조 1486억 원, 2분기는 2조 1712억 원, 3분기는 1조 8564억 원을 기록했다. 다만 지난해 4분기에는 1조 5483억... "
653,"1월 국제선 운항·여객, <b>코로나</b>19 이전 60% 수준 회복",국내 항공사들이 <b>코로나</b>19로 닫혔던 하늘길을 다시 연다. 날아오르는 대한항공 보잉 787-9. 참고사진=대한항공 지난달 국제선 운항 편수와 여객이 <b>코로나</b>19 발생 이전인 2019년 1월 대비 약 60% 수준까지 회복된... 
654,난방비·전기료 급등 &quot;<b>코로나</b>보다 힘들어&quot;,이들은 전기·가스에 수도요금까지 오른 상황이 <b>코로나</b>19 때보다 더 힘들다고 입을 모았다. 3일 업계에... 찜질방 대표 상모씨는 &quot;5년 전부터 영업을 시작했는데 <b>코로나</b> 때문에 계속 힘들었다가 이제 좀 나아지나... 
655,&apos;3년만에&apos;…<b>코로나</b>19 재난문자 사라진다,<b>코로나</b>19 긴급재난문자가 사라진다. 행정안전부는 지난달 18일 전국 시·도에 ‘확진자 단순 통계를... 지난 2020∼2022년 3년간 전국 지자체가 발송한 <b>코로나</b> 관련 재난문자는 14만5000여 건에 달한다. 정부는 앞서 지난... 
656,"여수시, 만 6개월~4세 영유아 <b>코로나</b>19 예방접종 시행",대해 ‘<b>코로나</b>19 예방접종’을 오는 13일부터 시행한다. 예방접종은 영유아용 화이자 백신을 3회로 나눠 각각... 시 관계자는 “<b>코로나</b> 19가 재유행되고 있는 요즘 상황에 그동안 접종 기회가 없었던 고위험군 영유아도... 
657,<b>코로나</b> 신규 확진 1만6862명… 목요일 기준 31주만에 최저,<b>코로나</b>19 겨울철 재유행이 감소세를 계속 보이는 가운데 신규 확진자 수는 1만명대를 기록했다. 중앙방역대책본부는 이날 0시 기준 <b>코로나</b>19 확진자가 1만6862명 늘어 누적 3021만3928명이 됐다고 밝혔다.... 
658,광주·전남 1066명 <b>코로나</b>19 신규 확진,"광주와 전남에서 하루 동안 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 신규 확진자 1천66명이 발생했다. 5일 광주시와 전남도에 따르면 전날 하루 광주에서 468명, 전남에서 598명이 <b>코로나</b>19에 확진됐다. 사망자는... "
659,"군산시, <b>코로나</b>19 확진자 통계 재난문자 발송 중단",기사내용 요약 재난문자 반복 송출 피로감에 효과 떨어질 우려 전북 군산시가 <b>코로나</b>19 발생 신규 확진자... 이에 따라 <b>코로나</b>19 신규확진자 재난문자를 중단하기로 결정했다. 확진자 통계는 웹사이트를 통해 확인할 수... 
660,<b>코로나</b> 사망자 급증…中 베이징 묘지 &apos;부르는 게 값&apos;,"중국의 &apos;위드<b>코로나</b>&apos; 전환 후 <b>코로나</b>19 감염 사망자가 급증하면서 중국 베이징 묘지 가격이 천정부지로 치솟고 있다. 4일 현지 매체 화하시보에 따르면 베이징 묘지 가격은 작년 12월 초부터 오르기 시작했으며, 터가 좋은... "
661,미래 불안에 꽉 묶인 &apos;<b>코로나</b> 저축&apos; 일본 GDP의 10% 넘어,신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 팬데믹 동안 일본 가계가 모아온 ‘<b>코로나</b> 저축’이 방역 완화 후에도 줄지 않는 것으로 추산됐다. 일본 국민이 미래에 대한 불안 때문에 보복 소비 대신 저축을 택했다는 분석이... 
662,美 <b>코로나</b> 비상사태 5월 종료…발등에 불떨어진 K진단키트,"[<b>코로나</b>19 백신 민간시장 개방… 시장 경쟁 치열해질 것 진단키트 등 긴급사용승인 제품, 정식 허가 준비 돌입해야] 미국에서 <b>코로나</b>19(COVID-19) 공중보건 비상사태(Public Health Emergency) 해제가 예정됨에 따라 업계에... "
663,중국 &quot;내일부터 한국발 입국자 <b>코로나</b> 검사할 것&quot;,중국 정부가 내일(1일)부터 한국발 입국자에 대해 중국 내 공항에서 <b>코로나</b>19 검사를 실시하기로 했습니다. 중국 정부는 내일부터 한국에서 출발해 들어오는 입국자들에 대해 <b>코로나</b>19 검사를 실시한다고 한국과 중국... 
664,"中, 1일부터 한국발 입국자만 <b>코로나</b> 검사…추가 보복(종합)",중국 당국이 2월1일부터 모든 한국발 직항편 이용객에 대해 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 전단검사(PCR)를 의무화하기로 했다. 중국발 입국자에 대한 우리 정부의 <b>코로나</b>19 방역 강화에 따른 추가 &apos;보복&apos; 조치로... 
665,"경남 <b>코로나</b>19, 6일 1천169명...위중증 11명","경남에서는 어제(6일) 하루 동안 1천169명이 <b>코로나</b>19에 신규 확진됐습니다. 모두 지역감염으로, 창원시 431명, 김해시 176명, 양산시 115명 등 입니다. 7일 오전 0시 기준, 위중증 환자는 11명, 병상 가동률은... "
666,<b>코로나</b> 끝자락 대형비행기 ‘귀하신 몸’...중고도 다시 비행,<b>코로나</b>19 팬데믹으로 이후 급감했던 장거리 승객이 다시 늘어나면서 대형 비행기가 필요해졌기 때문이다. 루프트한자는 이 비행기 외에도 구형 에어버스 A340-600중 5대를 다시 운항하겠다고 밝혔다. 5일(현지시간)... 
667,"中, 한국발 입국자 <b>코로나</b> 검사 실시…단 중국인은 빼고",대상으로 <b>코로나</b>19 검사를 예고대로 시행했다. 다만 중국인은 제외하고 대부분 한국인인 ‘외국 국적자’만... 후 <b>코로나</b>19 검사를 하겠다’고 통보해 국적 불문의 전수 검사를 할 것으로 보였으나 자국민은 대상에서... 
